case_id,risc,lifecycle:transition,trace,duration
1450,9.08864032499,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",34
1451,0.281684962562,complete,"('create application', 'in-person appointment 1', 'check documents')",66
1452,5.21363746913,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",50
1453,21.2516309506,complete,"('create application', 'cancel appointment')",16
1454,5.62813972684,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",27
1455,2.42169913045,complete,"('create application', 'in-person appointment 1', 'check documents')",16
1456,6.65266400418,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",118
1457,0.0679117962585,complete,"('create application', 'check documents', 'in-person appointment 1')",137
1458,14.3575718342,complete,"('create application', 'cancel appointment')",16
1459,5.10414590026,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",31
146,3.44570302042,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",63
1460,0.728254764175,complete,"('create application', 'check documents', 'in-person appointment 1')",17
1461,1.73245891137,complete,"('create application', 'check documents', 'in-person appointment 1')",35
1462,5.239921126,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",34
1463,1.79914026295,complete,"('create application', 'in-person appointment 1', 'check documents')",16
1464,12.3266354875,complete,"('create application', 'cancel appointment')",39
1465,6.76671075849,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",74
1466,12.2802697547,complete,"('create application', 'cancel appointment')",39
1467,4.56529278861,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",64
1468,8.46261406946,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",31
1469,7.04681060097,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",36
147,2.02933726191,complete,"('create application', 'in-person appointment 1', 'check documents')",38
1470,12.3326679394,complete,"('create application', 'cancel appointment')",18
1471,2.04728874872,complete,"('create application', 'in-person appointment 1', 'check documents')",23
1472,7.27153340374,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",58
1473,1.57947522246,complete,"('create application', 'in-person appointment 1', 'check documents')",46
1474,19.4345090759,complete,"('create application', 'cancel appointment')",28
1475,6.75516017873,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",129
1476,4.31824126083,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",19
1477,3.05004247953,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",69
1478,19.6364398876,complete,"('create application', 'cancel appointment')",13
1479,13.9354753798,complete,"('create application', 'cancel appointment')",14
148,17.5320103504,complete,"('create application', 'cancel appointment')",22
1480,18.8454758726,complete,"('create application', 'cancel appointment')",6
1481,26.1222136753,complete,"('create application', 'cancel appointment')",17
1482,16.6323880926,complete,"('create application', 'cancel appointment')",58
1483,7.49952544871,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",58
1484,2.76117286683,complete,"('create application', 'in-person appointment 1', 'check documents')",42
1485,16.4147226981,complete,"('create application', 'cancel appointment')",9
1486,9.28702847831,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",96
1487,2.86309664169,complete,"('create application', 'in-person appointment 1', 'check documents')",7
1488,4.51527901137,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",49
1489,9.35187124092,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",16
149,6.77831916862,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",93
1490,31.1406641029,complete,"('create application', 'cancel appointment')",13
1491,2.42053387462,complete,"('create application', 'in-person appointment 1', 'check documents')",13
1492,7.01596462307,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",34
1493,19.2722996783,complete,"('create application', 'cancel appointment')",26
1494,8.55979072426,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",33
1495,13.1681815222,complete,"('create application', 'cancel appointment')",9
1496,9.05806925924,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",152
1497,9.92463792842,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",65
1498,4.41636504669,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",26
1499,19.2526332655,complete,"('create application', 'cancel appointment')",23
15,2.51378436804,complete,"('create application', 'in-person appointment 1', 'check documents')",115
150,17.9466601298,complete,"('create application', 'cancel appointment')",85
1500,0.49690266818,complete,"('create application', 'check documents', 'in-person appointment 1')",39
1501,59.6369754848,complete,"('create application', 'cancel appointment')",14
1502,9.96679236498,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",122
1503,11.1201715862,complete,"('create application', 'cancel appointment')",0
1504,0.709074826941,complete,"('create application', 'in-person appointment 1', 'check documents')",11
1505,10.9807997184,complete,"('create application', 'cancel appointment')",7
1506,5.92549585385,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",30
1507,30.2932896252,complete,"('create application', 'cancel appointment')",35
1508,3.60399451527,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",49
1509,12.1722630137,complete,"('create application', 'cancel appointment')",48
151,2.80306750219,complete,"('create application', 'check documents', 'in-person appointment 1')",36
1510,1.00800529063,complete,"('create application', 'in-person appointment 1', 'check documents')",50
1511,5.47985717954,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",20
1512,9.2308537924,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",20
1513,4.35697496146,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",28
1514,3.25859844285,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",28
1515,8.12801557387,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",34
1516,1.93390353888,complete,"('create application', 'in-person appointment 1', 'check documents')",16
1517,9.95367582966,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",24
1518,25.1190255694,complete,"('create application', 'cancel appointment')",102
1519,1.85159951869,complete,"('create application', 'check documents', 'in-person appointment 1')",30
152,1.14694257256,complete,"('create application', 'check documents', 'in-person appointment 1')",16
1520,0.594773358365,complete,"('create application', 'in-person appointment 1', 'check documents')",26
1521,12.2449931779,complete,"('create application', 'cancel appointment')",48
1522,4.64879318345,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",135
1523,3.54053916746,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",50
1524,11.7006417074,complete,"('create application', 'cancel appointment')",22
1525,6.85718198997,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",63
1526,43.3028744377,complete,"('create application', 'cancel appointment')",40
1527,0.148705176186,complete,"('create application', 'in-person appointment 1', 'check documents')",17
1528,75.6671142347,complete,"('create application', 'cancel appointment')",49
1529,19.4227014089,complete,"('create application', 'cancel appointment')",8
153,9.9708210053,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",53
1530,28.4537324542,complete,"('create application', 'cancel appointment')",29
1531,3.9327630338,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",39
1532,7.56864382618,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",26
1533,18.5539687577,complete,"('create application', 'cancel appointment')",4
1534,12.0707452127,complete,"('create application', 'cancel appointment')",24
1535,3.0427817765,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",68
1536,9.64073224352,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",28
1537,1.76023474019,complete,"('create application', 'check documents', 'in-person appointment 1')",15
1538,6.89329025423,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",26
1539,21.1978783138,complete,"('create application', 'cancel appointment')",72
154,3.30148639461,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",38
1540,12.3120295599,complete,"('create application', 'cancel appointment')",6
1541,2.02126239834,complete,"('create application', 'in-person appointment 1', 'check documents')",14
1542,15.3768370326,complete,"('create application', 'cancel appointment')",28
1543,0.510474611577,complete,"('create application', 'in-person appointment 1', 'check documents')",56
1544,3.10326946821,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",27
1545,0.652174925564,complete,"('create application', 'check documents', 'in-person appointment 1')",41
1546,12.1749831238,complete,"('create application', 'cancel appointment')",5
1547,0.501608479467,complete,"('create application', 'check documents', 'in-person appointment 1')",36
1548,7.8870077326,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",62
1549,2.69129151782,complete,"('create application', 'check documents', 'in-person appointment 1')",32
155,19.4945039427,complete,"('create application', 'cancel appointment')",2
1550,14.3728845194,complete,"('create application', 'cancel appointment')",22
1551,1.3135663249,complete,"('create application', 'in-person appointment 1', 'check documents')",51
1552,36.163091082,complete,"('create application', 'cancel appointment')",98
1553,19.9775533505,complete,"('create application', 'cancel appointment')",46
1554,22.4124214919,complete,"('create application', 'cancel appointment')",52
1555,6.29374505643,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",51
1556,2.69533025876,complete,"('create application', 'check documents', 'in-person appointment 1')",32
1557,49.1025016107,complete,"('create application', 'cancel appointment')",16
1558,24.4734307549,complete,"('create application', 'cancel appointment')",65
1559,4.77360691686,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",62
156,0.0461641169197,complete,"('create application', 'in-person appointment 1', 'check documents')",46
1560,2.31388679671,complete,"('create application', 'check documents', 'in-person appointment 1')",35
1561,12.9333241786,complete,"('create application', 'cancel appointment')",5
1562,0.359216069124,complete,"('create application', 'in-person appointment 1', 'check documents')",110
1563,2.3521901736,complete,"('create application', 'check documents', 'in-person appointment 1')",38
1564,13.9590036976,complete,"('create application', 'cancel appointment')",65
1565,0.852934347955,complete,"('create application', 'check documents', 'in-person appointment 1')",14
1566,15.2708805758,complete,"('create application', 'cancel appointment')",3
1567,19.9992138298,complete,"('create application', 'cancel appointment')",28
1568,2.73896600143,complete,"('create application', 'in-person appointment 1', 'check documents')",95
1569,6.18993246565,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",52
157,4.77887858633,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",73
1570,10.9326769005,complete,"('create application', 'cancel appointment')",0
1571,25.8773605347,complete,"('create application', 'cancel appointment')",5
1572,13.2922990098,complete,"('create application', 'cancel appointment')",52
1573,5.70497335782,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",13
1574,64.8698227665,complete,"('create application', 'cancel appointment')",2
1575,3.75198806614,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",61
1576,6.23035043664,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",102
1577,13.7135767413,complete,"('create application', 'cancel appointment')",89
1578,1.04265081804,complete,"('create application', 'in-person appointment 1', 'check documents')",50
1579,21.1247335055,complete,"('create application', 'cancel appointment')",0
158,1.69689620231,complete,"('create application', 'in-person appointment 1', 'check documents')",24
1580,8.7278050782,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",49
1581,4.57693553747,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",29
1582,2.03929256905,complete,"('create application', 'check documents', 'in-person appointment 1')",41
1583,5.02449164314,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",52
1584,2.14156058633,complete,"('create application', 'in-person appointment 1', 'check documents')",57
1585,3.97254719835,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",50
1586,17.5097472873,complete,"('create application', 'cancel appointment')",2
1587,2.7219571076,complete,"('create application', 'in-person appointment 1', 'check documents')",37
1588,23.1688319286,complete,"('create application', 'cancel appointment')",13
1589,0.836041622176,complete,"('create application', 'in-person appointment 1', 'check documents')",78
159,6.84386573669,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",57
1590,5.90546637329,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",44
1591,27.6867791745,complete,"('create application', 'cancel appointment')",31
1592,22.2400116391,complete,"('create application', 'cancel appointment')",8
1593,1.98755221715,complete,"('create application', 'in-person appointment 1', 'check documents')",5
1594,9.86372318018,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",32
1595,3.90475869761,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",57
1596,0.162090134872,complete,"('create application', 'in-person appointment 1', 'check documents')",7
1597,5.84138280919,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",33
1598,27.1780784607,complete,"('create application', 'cancel appointment')",0
1599,0.422279373698,complete,"('create application', 'in-person appointment 1', 'check documents')",22
16,12.4072622915,complete,"('create application', 'cancel appointment')",7
160,4.81006543842,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",41
1600,4.830935156,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",32
1601,3.90904232963,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",87
1602,2.31574548045,complete,"('create application', 'in-person appointment 1', 'check documents')",22
1603,0.235675995396,complete,"('create application', 'in-person appointment 1', 'check documents')",26
1604,20.092177994,complete,"('create application', 'cancel appointment')",2
1605,9.13118113394,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",41
1606,13.0664646381,complete,"('create application', 'cancel appointment')",7
1607,7.70358779918,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",55
1608,0.853446437826,complete,"('create application', 'check documents', 'in-person appointment 1')",32
1609,9.7973845063,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",84
161,33.7092486529,complete,"('create application', 'cancel appointment')",51
1610,0.468461566668,complete,"('create application', 'check documents', 'in-person appointment 1')",80
1611,22.0101306887,complete,"('create application', 'cancel appointment')",14
1612,43.5187901049,complete,"('create application', 'cancel appointment')",2
1613,20.3196671502,complete,"('create application', 'cancel appointment')",19
1614,17.4800273342,complete,"('create application', 'cancel appointment')",26
1615,17.4117254223,complete,"('create application', 'cancel appointment')",1
1616,1.81549408304,complete,"('create application', 'check documents', 'in-person appointment 1')",24
1617,5.24592259706,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",106
1618,12.6293547665,complete,"('create application', 'cancel appointment')",4
1619,29.2034985312,complete,"('create application', 'cancel appointment')",26
162,2.8787795079,complete,"('create application', 'in-person appointment 1', 'check documents')",29
1620,59.0295118144,complete,"('create application', 'cancel appointment')",110
1621,4.08183073583,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",29
1622,18.8063060592,complete,"('create application', 'cancel appointment')",9
1623,14.8788713369,complete,"('create application', 'cancel appointment')",3
1624,5.01728067145,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",23
1625,13.8879892258,complete,"('create application', 'cancel appointment')",27
1626,17.6086139934,complete,"('create application', 'cancel appointment')",61
1627,9.90512864221,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",62
1628,12.7481142873,complete,"('create application', 'cancel appointment')",69
1629,5.62313272845,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",34
163,10.6867061906,complete,"('create application', 'cancel appointment')",14
1630,6.13512839871,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",53
1631,12.4799187853,complete,"('create application', 'cancel appointment')",43
1632,10.3684573879,complete,"('create application', 'cancel appointment')",30
1633,11.6995403002,complete,"('create application', 'cancel appointment')",10
1634,3.48675323722,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",46
1635,1.25372457659,complete,"('create application', 'check documents', 'in-person appointment 1')",113
1636,19.667460787,complete,"('create application', 'cancel appointment')",98
1637,2.36311562204,complete,"('create application', 'check documents', 'in-person appointment 1')",17
1638,14.5174623132,complete,"('create application', 'cancel appointment')",11
1639,0.864916326213,complete,"('create application', 'in-person appointment 1', 'check documents')",48
164,0.0897463006646,complete,"('create application', 'check documents', 'in-person appointment 1')",123
1640,4.07784914307,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",44
1641,2.43135161875,complete,"('create application', 'check documents', 'in-person appointment 1')",7
1642,11.8748314442,complete,"('create application', 'cancel appointment')",12
1643,1.85926225763,complete,"('create application', 'in-person appointment 1', 'check documents')",53
1644,5.69996050562,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",129
1645,15.1868345708,complete,"('create application', 'cancel appointment')",44
1646,3.83320675837,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",17
1647,8.27673134238,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",58
1648,12.5544321175,complete,"('create application', 'cancel appointment')",12
1649,3.12711274412,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",42
165,5.06689531485,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",55
1650,1.72165744858,complete,"('create application', 'check documents', 'in-person appointment 1')",17
1651,15.6264428455,complete,"('create application', 'cancel appointment')",35
1652,12.1654979529,complete,"('create application', 'cancel appointment')",48
1653,8.09511892264,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",74
1654,26.2610738259,complete,"('create application', 'cancel appointment')",48
1655,6.52290882199,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",83
1656,8.63480184287,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",48
1657,1.93368103921,complete,"('create application', 'check documents', 'in-person appointment 1')",7
1658,13.057449499,complete,"('create application', 'cancel appointment')",6
1659,12.4703369716,complete,"('create application', 'cancel appointment')",42
166,9.18950521131,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",121
1660,0.120490289651,complete,"('create application', 'in-person appointment 1', 'check documents')",102
1661,1.05173749269,complete,"('create application', 'in-person appointment 1', 'check documents')",22
1662,7.76926210778,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",37
1663,23.5324196462,complete,"('create application', 'cancel appointment')",15
1664,11.4818567035,complete,"('create application', 'cancel appointment')",1
1665,2.66790398247,complete,"('create application', 'check documents', 'in-person appointment 1')",13
1666,7.1745249734,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",81
1667,6.69655224544,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",95
1668,21.5326240176,complete,"('create application', 'cancel appointment')",24
1669,4.54485901628,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",32
167,1.00542500402,complete,"('create application', 'in-person appointment 1', 'check documents')",16
1670,3.34876227978,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",43
1671,0.904173728516,complete,"('create application', 'check documents', 'in-person appointment 1')",33
1672,21.9829216794,complete,"('create application', 'cancel appointment')",66
1673,17.2777062084,complete,"('create application', 'cancel appointment')",40
1674,1.13941494698,complete,"('create application', 'check documents', 'in-person appointment 1')",149
1675,24.9051207448,complete,"('create application', 'cancel appointment')",9
1676,4.72880249446,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",44
1677,3.06050280919,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",43
1678,1.40204533872,complete,"('create application', 'in-person appointment 1', 'check documents')",49
1679,7.61895620989,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",62
168,4.29424687906,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",115
1680,4.50480612359,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",31
1681,3.57593750354,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",21
1682,2.90903303911,complete,"('create application', 'check documents', 'in-person appointment 1')",71
1683,1.48767439921,complete,"('create application', 'in-person appointment 1', 'check documents')",31
1684,7.71703714834,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",90
1685,24.3844777409,complete,"('create application', 'cancel appointment')",49
1686,4.18278720534,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",21
1687,26.6895065359,complete,"('create application', 'cancel appointment')",9
1688,20.8753261085,complete,"('create application', 'cancel appointment')",1
1689,7.39382101766,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",35
169,4.28880741642,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",98
1690,0.897026537091,complete,"('create application', 'in-person appointment 1', 'check documents')",39
1691,0.650844366066,complete,"('create application', 'in-person appointment 1', 'check documents')",12
1692,0.308198352814,complete,"('create application', 'in-person appointment 1', 'check documents')",13
1693,3.59017027686,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",48
1694,3.28789942914,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",87
1695,4.89920962108,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",63
1696,44.5350042661,complete,"('create application', 'cancel appointment')",9
1697,9.22768858334,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",66
1698,9.11197541909,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",23
1699,19.4482480635,complete,"('create application', 'cancel appointment')",39
17,11.9095757129,complete,"('create application', 'cancel appointment')",5
170,10.2810388604,complete,"('create application', 'cancel appointment')",37
1700,15.9478858291,complete,"('create application', 'cancel appointment')",2
1701,6.49644940546,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",30
1702,27.5587956774,complete,"('create application', 'cancel appointment')",16
1703,16.886053365,complete,"('create application', 'cancel appointment')",61
1704,0.64520561457,complete,"('create application', 'in-person appointment 1', 'check documents')",86
1705,1.33578722028,complete,"('create application', 'check documents', 'in-person appointment 1')",6
1706,39.5615686784,complete,"('create application', 'cancel appointment')",45
1707,0.141305000863,complete,"('create application', 'in-person appointment 1', 'check documents')",61
1708,15.6001094388,complete,"('create application', 'cancel appointment')",25
1709,8.58423273959,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",27
171,34.8476476381,complete,"('create application', 'cancel appointment')",51
1710,8.39454876847,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",89
1711,39.6768348762,complete,"('create application', 'cancel appointment')",107
1712,23.4507809741,complete,"('create application', 'cancel appointment')",2
1713,14.8453849931,complete,"('create application', 'cancel appointment')",34
1714,20.0378639913,complete,"('create application', 'cancel appointment')",7
1715,43.4362483236,complete,"('create application', 'cancel appointment')",38
1716,4.90246948973,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",40
1717,11.1949837405,complete,"('create application', 'cancel appointment')",12
1718,14.4714990635,complete,"('create application', 'cancel appointment')",6
1719,12.5330238255,complete,"('create application', 'cancel appointment')",60
172,23.2117049591,complete,"('create application', 'cancel appointment')",7
1720,2.18725345575,complete,"('create application', 'in-person appointment 1', 'check documents')",78
1721,9.92012353385,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",24
1722,8.1699824537,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",13
1723,0.644287140836,complete,"('create application', 'in-person appointment 1', 'check documents')",22
1724,6.33425830091,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",21
1725,1.33393136503,complete,"('create application', 'in-person appointment 1', 'check documents')",15
1726,1.5481876391,complete,"('create application', 'in-person appointment 1', 'check documents')",30
1727,9.02722272691,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",69
1728,1.8151424271,complete,"('create application', 'in-person appointment 1', 'check documents')",9
1729,22.3524513047,complete,"('create application', 'cancel appointment')",1
173,6.71399931752,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",50
1730,11.975205541,complete,"('create application', 'cancel appointment')",7
1731,17.4935465842,complete,"('create application', 'cancel appointment')",1
1732,0.387385500707,complete,"('create application', 'check documents', 'in-person appointment 1')",28
1733,2.90978097749,complete,"('create application', 'in-person appointment 1', 'check documents')",66
1734,9.25596378988,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",52
1735,8.6835193127,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",102
1736,0.380936250439,complete,"('create application', 'in-person appointment 1', 'check documents')",51
1737,10.0559561085,complete,"('create application', 'cancel appointment')",27
1738,0.81837810571,complete,"('create application', 'in-person appointment 1', 'check documents')",17
1739,2.32740601288,complete,"('create application', 'check documents', 'in-person appointment 1')",15
174,2.96011250198,complete,"('create application', 'check documents', 'in-person appointment 1')",49
1740,18.2689992942,complete,"('create application', 'cancel appointment')",18
1741,20.882510961,complete,"('create application', 'cancel appointment')",9
1742,12.1401491535,complete,"('create application', 'cancel appointment')",0
1743,7.62756694456,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",48
1744,21.716278373,complete,"('create application', 'cancel appointment')",6
1745,28.8165858518,complete,"('create application', 'cancel appointment')",41
1746,1.7889404161,complete,"('create application', 'check documents', 'in-person appointment 1')",16
1747,0.63440974175,complete,"('create application', 'check documents', 'in-person appointment 1')",49
1748,2.13376772271,complete,"('create application', 'in-person appointment 1', 'check documents')",60
1749,15.7633167787,complete,"('create application', 'cancel appointment')",15
175,2.9854082753,complete,"('create application', 'check documents', 'in-person appointment 1')",118
1750,81.1595448711,complete,"('create application', 'cancel appointment')",52
1751,19.9652166625,complete,"('create application', 'cancel appointment')",15
1752,27.5530297959,complete,"('create application', 'cancel appointment')",88
1753,14.464610281,complete,"('create application', 'cancel appointment')",35
1754,6.8076131652,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",86
1755,1.26029602613,complete,"('create application', 'in-person appointment 1', 'check documents')",34
1756,10.2880429247,complete,"('create application', 'cancel appointment')",59
1757,4.42855531482,complete,"('create application', 'in-person appointment 1', 'check documents', 'request documents', 'in-person appointment 2')",49
1758,5.71499864925,complete,"('create application', 'check documents', 'in-person appointment 1', 'request documents', 'in-person appointment 2')",12
